original_address,lat,lon,formatted,name,housenumber,street,suburb,postcode,district,city,county,confidence_city_level,state,state_code,country,country_code,confidence,attribution,attribution_license,attribution_url
Oxon Hill High School: 6701 Leyte Drive,38.7971937,-76.99440351880449,"Oxon Hill High School, 6701 Leyte Drive, Oxon Hill, MD 20745, United States of America",Oxon Hill High School,6701,Leyte Drive,,20745,South Lawn,Oxon Hill,Prince George's County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Paint Branch High School: 14121 Old Columbia Pike,39.087334,-76.947338,"Paint Branch High School, Fairland, MD, United States of America",,,Paint Branch High School,,,,Fairland,Montgomery County,,Maryland,MD,United States,us,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Park School of Baltimore: 2425 Old Court Road,39.392749,-76.675146,"2425 Old Court Road, Pikesville, MD 21208, United States of America",,2425,Old Court Road,Dixon Hill,21208,,Pikesville,Baltimore County,,Maryland,MD,United States,us,0.9,© OpenAddresses contributors,BSD-3-Clause License,
Parkdale High School: 6001 Good Luck Road,38.969943099999995,-76.90389497684849,"Parkdale High School, 6001 Good Luck Road, Greenbelt, MD 20737, United States of America",Parkdale High School,6001,Good Luck Road,,20737,,Greenbelt,Prince George's County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Parkside High School: 1015 Beaglin Park Drive,42.21948,-84.42107,"Parkside High School, Jackson, MI, United States of America",Parkside High School,,,,,Jackson,Jackson,Jackson County,,Michigan,MI,United States,us,1,,CC BY 4.0,https://www.geonames.org/datasources/
Parkville High & Center: 2600 Putty Hill Avenue,39.387552,-76.538704,"2600 Putty Hill Avenue, Parkville, MD 21234, United States of America",,2600,Putty Hill Avenue,,21234,,Parkville,Baltimore County,,Maryland,MD,United States,us,0.9,© OpenAddresses contributors,BSD-3-Clause License,
Patapsco High School and Center for the Arts: 8100 Wise Avenue,39.266146,-76.487958,"Patapsco High School And Center For The Arts, Dundalk, MD, United States of America",,,Patapsco High School And Center For The Arts,Saint Helena,,,Dundalk,Baltimore County,,Maryland,MD,United States,us,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Patterson Mill High School: 85 Patterson Mill Road,39.507274,-76.324692,"85 Patterson Mill Road, Bel Air, MD 21015, United States of America",,85,Patterson Mill Road,,21015,,Bel Air,Harford County,,Maryland,MD,United States,us,0.9,© OpenAddresses contributors,BSD-3-Clause License,
Patuxent High School: 12485 Southern Connector Boulevard,38.3547949,-76.44000713800176,"Patuxent High School, 12485 Southern Connector Boulevard, Lusby, MD 20657, United States of America",Patuxent High School,12485,Southern Connector Boulevard,,20657,Appeal,Lusby,Calvert County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Paul L Dunbar High School: 1400 Orleans Street,36.322519,-82.327862,"1400 Orleans Street, Johnson City, TN 37601, United States of America",,1400,Orleans Street,,37601,,Johnson City,Washington County,,Tennessee,TN,United States,us,0.9,© OpenAddresses contributors,BSD-3-Clause License,
Perry Hall High School: 4601 Ebenezer Road,39.392628349999995,-76.46444805705909,"Perry Hall High School, 4601 Ebenezer Road, Perry Hall, MD 21236, United States of America",Perry Hall High School,4601,Ebenezer Road,,21236,Silver Gate Village,Perry Hall,Baltimore County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Perryville High School: 1696 Perryville Road,39.582063950000006,-76.06270309748412,"Perryville High School, 1696 Perryville Road, Perryville, MD 21903, United States of America",Perryville High School,1696,Perryville Road,,21903,,Perryville,Cecil County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pikesville High School: 7621 Labyrinth Road,39.377631,-76.699644,"Pikesville High School, Pikesville, MD, United States of America",,,Pikesville High School,Cross Country,,,Pikesville,Baltimore County,,Maryland,MD,United States,us,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Poolesville High School: 17501 West Willard Road,39.14337835,-77.4186769485444,"Poolesville High School, 17501 West Willard Road, Poolesville, MD 20837, United States of America",Poolesville High School,17501,West Willard Road,,20837,Westerly,Poolesville,Montgomery County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Potomac High School: 5211 Boydell Avenue,38.8210278,-76.9774441,"Potomac High School, Boydell Avenue, Hillcrest Heights, MD 20745, United States of America",Potomac High School,,Boydell Avenue,,20745,,Hillcrest Heights,Prince George's County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Queen Anne's County High School: 125 Ruthsburg Road,39.037588,-76.051965,"Queen Anne's County High School, Centreville, MD, United States of America",,,Queen Anne's County High School,,,,Centreville,Queen Anne's County,,Maryland,MD,United States,us,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Quince Orchard High School: 15800 Quince Orchard Road,39.116303849999994,-77.25513651669436,"Quince Orchard High School, 15800 Quince Orchard Road, North Potomac, MD 20878, United States of America",Quince Orchard High School,15800,Quince Orchard Road,,20878,,North Potomac,Montgomery County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Randallstown High School: 4000 Offutt Road,39.382353,-76.79875,"Randallstown High School, Randallstown, MD, United States of America",,,Randallstown High School,,,,Randallstown,Baltimore County,,Maryland,MD,United States,us,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Reservoir High School: 11550 Scaggsville Road,39.152883700000004,-76.91231973277249,"Reservoir High School, Scaggsville Road, Fulton, MD 20759, United States of America",Reservoir High School,,Scaggsville Road,Maple Lawn,20759,,Fulton,Howard County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Richard Montgomery High School: 250 Richard Montgomery Drive,39.07919,-77.146801,"Richard Montgomery High School, Richard Montgomery Ave, Rockville, MD 20850, United States of America",Richard Montgomery High School,,Richard Montgomery Ave,,20850,,Rockville,Montgomery County,,Maryland,MD,United States,us,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rising Sun High School: 100 Tiger Drive,39.6914777,-75.97119698358324,"Rising Sun High School, 100 Tiger Drive, North East, MD 21901, United States of America",Rising Sun High School,100,Tiger Drive,,21901,,North East,Cecil County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
River Hill High School: 12101 Clarksville Pike,39.215202399999995,-76.92886779138065,"River Hill High School, 12101 Clarksville Pike, Columbia, MD 21029, United States of America",River Hill High School,12101,Clarksville Pike,,21029,Chriswood Manor,Columbia,Howard County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Riverdale Baptist School: 1133 Largo Road,38.870169,-76.791291,"1133 Largo Road, Upper Marlboro, MD 20774, United States of America",,1133,Largo Road,,20774,,Upper Marlboro,Prince George's County,,Maryland,MD,United States,us,0.9,© OpenAddresses contributors,BSD-3-Clause License,
Rockbridge Academy: 911 Generals Highway,33.78578,-84.19971,"Rockbridge Academy Early Learning, DeKalb County, GA, United States of America",Rockbridge Academy Early Learning,,,,,,,DeKalb County,,Georgia,GA,United States,us,0.81,,CC BY 4.0,https://www.geonames.org/datasources/
Rockville High School: 2100 Baltimore Road,39.0868715,-77.11876365972549,"Rockville High School, 2100 Baltimore Road, Rockville, MD 20851, United States of America",Rockville High School,2100,Baltimore Road,,20851,Twin Brook Forest,Rockville,Montgomery County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Roland Park Country School: 5204 Roland Avenue,39.358259,-76.636736,"Roland Park Country School, Baltimore, MD, United States of America",,,Roland Park Country School,,,,Baltimore,City of Baltimore,,Maryland,MD,United States,us,0.27782999999999997,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saint Andrew's Episcopal School: 8804 Postoak Road,40.822778,-73.85,"Saint Andrew's Episcopal School, Castle Hill, New York, NY, United States of America",Saint Andrew's Episcopal School,,,Castle Hill,,Bronx,New York,Bronx County,,New York,NY,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saint Charles High School: 5305 Piney Church Road,38.567230300000006,-76.90881511217924,"Saint Charles High School, 5305 Piney Church Road, Waldorf, MD 20695, United States of America",Saint Charles High School,5305,Piney Church Road,,20695,,Waldorf,Charles County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saint Frances Academy: 501 East Chase Street,39.302033,-76.608425,"Saint Frances Academy, 501 East Chase Street, Baltimore, MD 21202, United States of America",Saint Frances Academy,501,East Chase Street,,21202,,Baltimore,City of Baltimore,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saint James School: 17641 College Road,39.5753153,-77.7587114,"Saint James School, 17641 College Road, Hagerstown, MD 21740, United States of America",Saint James School,17641,College Road,,21740,,Hagerstown,Washington County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saint John's Catholic Prep: 3989 Buckeystown Pike,39.3403389,-77.42533396168001,"Saint John's Catholic Prep, 3989 Buckeystown Pike, Buckeystown, MD 21717, United States of America",Saint John's Catholic Prep,3989,Buckeystown Pike,,21717,,Buckeystown,Frederick County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saint Maria Goretti High School: 1535 Oak Hill Avenue,39.664306,-77.704622,"Saint Maria Goretti High School, 1535 Oak Hill Avenue, Hagerstown, MD 21742, United States of America",Saint Maria Goretti High School,1535,Oak Hill Avenue,,21742,,Hagerstown,Washington County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saint Mary's High School: 113 Duke of Gloucester Street,38.97523,-76.488952,"Saint Marys High School, 113 Duke of Gloucester Street, Annapolis, MD, United States of America",Saint Marys High School,113,Duke of Gloucester Street,,,,Annapolis,Anne Arundel County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saint Mary's Ryken High School: 22600 Camp Calvert Road,38.285413,-76.622061,"22600 Camp Calvert Road, Leonardtown, MD 20650, United States of America",,22600,Camp Calvert Road,,20650,,Leonardtown,St. Mary's County,,Maryland,MD,United States,us,0.9,© OpenAddresses contributors,BSD-3-Clause License,
Saint Paul's School for Boys: 11152 Falls Road,39.430951,-76.677567,"11152 Falls Road, Lutherville, MD 21093, United States of America",,11152,Falls Road,Dixon Hill,21093,,Lutherville,Baltimore County,,Maryland,MD,United States,us,0.9,© OpenAddresses contributors,BSD-3-Clause License,
Saint Paul's School for Girls: 11232 Falls Road,39.424793,-76.677785,"11232 Falls Road, Lutherville, MD 21093, United States of America",,11232,Falls Road,Dixon Hill,21093,,Lutherville,Baltimore County,,Maryland,MD,United States,us,0.9,© OpenAddresses contributors,BSD-3-Clause License,
Saint Timothy's School: 8400 Greenspring Avenue,39.4083071,-76.6896679454193,"Saint Timothy's School, 8400 Greenspring Avenue, Lutherville, MD 21093, United States of America",Saint Timothy's School,8400,Greenspring Avenue,,21093,Eden Roc,Lutherville,Baltimore County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saint Vincent Pallotti High School: 113 St. Mary's Place,39.107712,-76.857024,"Saint Vincent Pallotti High School, 113 Saint Marys Place, Laurel, MD 20707, United States of America",Saint Vincent Pallotti High School,113,Saint Marys Place,,20707,,Laurel,Prince George's County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saints Peter and Paul High School: 900 High Street,29.592575,-90.714626,"900 High Street, Houma, LA 70360, United States of America",,900,High Street,,70360,,Houma,Terrebonne Parish,,Louisiana,LA,United States,us,0.9,© OpenAddresses contributors,BSD-3-Clause License,
Salisbury School: 6279 Hobbs Road,38.3637286,-75.5321445,"Salisbury School, Hobbs Road, Mount Hermon, MD 21804, United States of America",Salisbury School,,Hobbs Road,,21804,,Mount Hermon,Wicomico County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sandy Spring Friends School: 16923 Norwood Road,39.135474,-77.025936,"Sandy Spring Friends School, Ashton-Sandy Spring, MD, United States of America",,,Sandy Spring Friends School,,,,Ashton-Sandy Spring,Montgomery County,,Maryland,MD,United States,us,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Seed School of Maryland: 200 Font Hill Avenue,39.284927,-76.664354,"The SEED School of Maryland, Baltimore, MD, United States of America",,,The SEED School of Maryland,,,,Baltimore,City of Baltimore,,Maryland,MD,United States,us,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Seneca Valley High School: 19401 Crystal Rock Drive,39.1738341,-77.2637787,"Seneca Valley High School, 19401 Crystal Rock Drive, Germantown, MD 20874, United States of America",Seneca Valley High School,19401,Crystal Rock Drive,,20874,The Colony,Germantown,Montgomery County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Seton Keough High School: 1201 Caton Avenue,39.268962,-76.666111,"1201 South Caton Avenue, Halethorpe, MD 21227, United States of America",,1201,South Caton Avenue,,21227,,Halethorpe,City of Baltimore,,Maryland,MD,United States,us,0.81,© OpenAddresses contributors,BSD-3-Clause License,
Severn School: 201 Water Street,41.324431,-74.810647,"201 Water Street, Milford, PA 18337, United States of America",,201,Water Street,,18337,Milford,Milford,Pike County,,Pennsylvania,PA,United States,us,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Severna Park Senior High School: 60 Robinson Road,42.735998,-71.462914,"60 Robinson Road, Nashua, NH 03060, United States of America",,60,Robinson Road,,03060,Nashua,Nashua,Hillsborough County,,New Hampshire,NH,United States,us,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sherwood High School: 300 Olney-Sandy Spring Road,39.146812350000005,-77.01870702622267,"Sherwood High School, 300 Olney Sandy Spring Road, Sandy Spring, MD 20860, United States of America",Sherwood High School,300,Olney Sandy Spring Road,Ashton Village Center,20860,,Sandy Spring,Montgomery County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Smithsburg High School: 66 N Main Street,42.219917,-72.60127,"66 North Main Street, South Hadley, MA, United States of America",,66,North Main Street,,,South Hadley,South Hadley,Hampshire County,,Massachusetts,MA,United States,us,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Snow Hill High School: 305 South Church Street,33.953171,-83.384423,"305 South Church Street, Athens-Clarke County, GA 30605, United States of America",,305,South Church Street,,30605,,Athens-Clarke County,Clarke County,,Georgia,GA,United States,us,0.9,© OpenAddresses contributors,BSD-3-Clause License,
South Carroll High School: 1300 West Old Liberty Road,39.44309765,-77.04142035000001,"South Carroll High School, 1300 West Old Liberty Road, Winfield, MD 21784, United States of America",South Carroll High School,1300,West Old Liberty Road,,21784,,Winfield,Carroll County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
South Hagerstown High School: 1101 South Potomac Street,39.620345900000004,-77.73156608786874,"South Hagerstown High School, 1101 South Potomac Street, Hagerstown, MD 21740, United States of America",South Hagerstown High School,1101,South Potomac Street,,21740,,Hagerstown,Washington County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
South River High School: 201 Central Avenue East,44.173499,-93.245537,"201 Central Avenue East, Medford, MN 55049, United States of America",,201,Central Avenue East,,55049,Medford,Medford,Steele County,,Minnesota,MN,United States,us,0.9,© OpenAddresses contributors,BSD-3-Clause License,
Southern Garrett High School: 345 Oakland Drive,39.404853,-79.387971,"Southern Garrett High School, Oakland, MD, United States of America",,,Southern Garrett High School,,,,Oakland,Garrett County,,Maryland,MD,United States,us,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Southern High School: 4400 Solomons Island Road,35.999864,-78.82749,"Southern High School, 800 Clayton Road, Durham, NC 27703, United States of America",Southern High School,800,Clayton Road,,27703,,Durham,Durham County,,North Carolina,NC,United States,us,0.315,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sparrows Point High School: 7400 North Point Road,39.239217,-76.441895,"Sparrows Point High School, Edgemere, MD, United States of America",,,Sparrows Point High School,Saint Helena,,,Edgemere,Baltimore County,,Maryland,MD,United States,us,0.25004699999999996,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Spencerville Adventist Academy: 2502 Spencerville Road,39.117185,-76.958327,"2502 Spencerville Road, Burtonsville, MD 20868, United States of America",,2502,Spencerville Road,,20868,,Burtonsville,Montgomery County,,Maryland,MD,United States,us,0.9,© OpenAddresses contributors,BSD-3-Clause License,
Springbrook High School: 201 Valley Brook Drive,39.058185,-77.006941,"Springbrook High School, 201 Valley Brook Drive, Silver Spring, MD 20904, United States of America",Springbrook High School,201,Valley Brook Drive,,20904,,Silver Spring,Montgomery County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Stephen Decatur High School: 9913 Seahawk Road,38.33988825,-75.1898709744469,"Stephen Decatur High School, 9913 Seahawk Road, Berlin, MD 21811, United States of America",Stephen Decatur High School,9913,Seahawk Road,,21811,,Berlin,Worcester County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Stone Ridge School of the Sacred Heart: 9101 Rockville Pike,39.0066377,-77.0943544048213,"Stone Ridge School of the Sacred Heart, 9101 Rockville Pike, Bethesda, MD 20814, United States of America",Stone Ridge School of the Sacred Heart,9101,Rockville Pike,,20814,Locust Hill Estates,Bethesda,Montgomery County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Suitland High School: 5200 Silver Hill Road,38.854185,-76.9177097,"Suitland High School, Silver Hill Road, Suitland, MD 20233, United States of America",Suitland High School,,Silver Hill Road,,20233,Suitland Manor,Suitland,Prince George's County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Surrattsville High School: 6101 Garden Drive,38.762059,-76.901362,"Surrattsville High School, Clinton, MD, United States of America",Surrattsville High School,,,,,,Clinton,Prince George's County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Takoma Academy: 8120 Carroll Avenue,38.99240995,-76.99525954559186,"Takoma Academy, 8120 Carroll Avenue, Takoma Park, MD 20912, United States of America",Takoma Academy,8120,Carroll Avenue,,20912,Browns Corner,Takoma Park,Montgomery County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Thomas Sprigg Wootton High School: 2100 Wootton Parkway,39.07703,-77.182514,"2100 Wootton Parkway, Rockville, MD 20850, United States of America",,2100,Wootton Parkway,,20850,,Rockville,Montgomery County,,Maryland,MD,United States,us,0.9,© OpenAddresses contributors,BSD-3-Clause License,
Thomas Stone High School: 3785 Leonardtown Road,38.613621800000004,-76.88668690079518,"Thomas Stone High School, 3875 Leonardtown Road, Waldorf, MD 20601, United States of America",Thomas Stone High School,3875,Leonardtown Road,,20601,,Waldorf,Charles County,,Maryland,MD,United States,us,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tome School: 581 South Maryland Boulevard,39.60428,-76.10523,"Tome School, Port Deposit, MD, United States of America",Tome School,,,,,,Port Deposit,Cecil County,,Maryland,MD,United States,us,1,,CC BY 4.0,https://www.geonames.org/datasources/
Towson High School: 69 Cedar Avenue,40.911893,-74.054884,"69 Cedar Avenue, Maywood, NJ 07607, United States of America",,69,Cedar Avenue,,07607,Maywood,Maywood,Bergen County,,New Jersey,NJ,United States,us,0.9,© OpenAddresses contributors,BSD-3-Clause License,
Tuscarora High School: 5312 Ballenger Creek Pike,39.3778287,-77.4460838,"Tuscarora High School, 5312 Ballenger Creek Pike, Ballenger Creek, MD 21703, United States of America",Tuscarora High School,5312,Ballenger Creek Pike,,21703,,Ballenger Creek,Frederick County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Urbana High School: 3471 Campus Drive,39.324898,-77.337743,"Urbana High School, 3471 Campus Drive, Ijamsville, MD 21754, United States of America",Urbana High School,3471,Campus Drive,,21754,,Ijamsville,Frederick County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Walkersville High School: 81 W Frederick Street,39.47546225,-77.36154233965263,"Walkersville High School, 81 West Frederick Street, Walkersville, MD 21793, United States of America",Walkersville High School,81,West Frederick Street,,21793,Spring View Estates,Walkersville,Frederick County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Walt Whitman High School: 7100 Whittier Boulevard,38.98198965,-77.12737588237053,"Walt Whitman High School, 7100 Whittier Boulevard, Bethesda, MD 20817, United States of America",Walt Whitman High School,7100,Whittier Boulevard,,20817,Oakwood Knolls,Bethesda,Montgomery County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Walter Johnson High School: 6400 Rock Spring Drive,39.02506835,-77.13010499631119,"Walter Johnson High School, Rock Spring Drive, North Bethesda, MD 20852, United States of America",Walter Johnson High School,,Rock Spring Drive,,20852,Marymount,North Bethesda,Montgomery County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Washington Christian Academy: 16227 Batchellors Forest Road,39.121089049999995,-77.06826728939924,"Washington Christian Academy, 16227 Batchellors Forest Road, Olney, MD 20832, United States of America",Washington Christian Academy,16227,Batchellors Forest Road,,20832,Oakdale,Olney,Montgomery County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Washington County Technical High School: 50 West Oak Ridge Drive,39.614552,-77.735881,"Washington County Technical High School, 50 West Oak Ridge Drive, Hagerstown, MD 21740, United States of America",Washington County Technical High School,50,West Oak Ridge Drive,,21740,,Hagerstown,Washington County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Watkins Mill High School: 10301 Apple Ridge Road,39.183884,-77.214283,"Watkins Mill High School, Montgomery County, MD, United States of America",,,Watkins Mill High School,,,,,Montgomery County,,Maryland,MD,United States,us,0.15752961,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
West Nottingham Academy: 1079 Firetower Road,39.66808915,-76.08015581556353,"West Nottingham Academy, 1079 Firetower Road, West Nottingham, MD 21917, United States of America",West Nottingham Academy,1079,Firetower Road,,21917,,West Nottingham,Cecil County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Western High School: 4600 Falls Road,39.3470272,-76.6425902,"Western High School, 4600 Falls Road, Baltimore, MD 21209, United States of America",Western High School,4600,Falls Road,Greater Roland Park,21209,Cross Keys,Baltimore,,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Western School of Technology and Environmental Science: 100 Kenwood Avenue,39.269452,-76.712886,"100 Kenwood Avenue, Catonsville, MD 21228, United States of America",,100,Kenwood Avenue,,21228,,Catonsville,Baltimore County,,Maryland,MD,United States,us,0.9,© OpenAddresses contributors,BSD-3-Clause License,
Westlake High School: 3300 Middletown Road,38.6219781,-76.96588646714494,"Westlake High School, 3300 Middletown Road, Waldorf, MD 20603, United States of America",Westlake High School,3300,Middletown Road,,20603,,Waldorf,Charles County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Westminster High School: 1225 Washington Road,39.5414903,-76.9924815,"Westminster High School, 1225 Old Washington Road, Westminster, MD 21157, United States of America",Westminster High School,1225,Old Washington Road,,21157,,Westminster,Carroll County,,Maryland,MD,United States,us,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wheaton High School: 12401 Dalewood Drive,39.0598412,-77.0671834,"Wheaton High School, 12601 Dalewood Drive, Silver Spring, MD 20906, United States of America",Wheaton High School,12601,Dalewood Drive,,20906,Glenmont Hills,Silver Spring,Montgomery County,,Maryland,MD,United States,us,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wicomico High School: 201 Long Avenue,38.364992,-75.578971,"Wicomico High School, Wicomico County, MD, United States of America",,,Wicomico High School,,,,,Wicomico County,,Maryland,MD,United States,us,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wilde Lake High School: 5460 Trumpeter Road,39.216984,-76.87271159575143,"Wilde Lake High School, Trumpeter Road, Columbia, MD 21044, United States of America",Wilde Lake High School,,Trumpeter Road,Wilde Lake,21044,Bryant Woods,Columbia,Howard County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Williamsport High School: 5 South Clifton Drive,41.23813,-77.02552,"Williamsport High School, Williamsport, PA, United States of America",Williamsport High School,,,,,Williamsport,Williamsport,Lycoming County,,Pennsylvania,PA,United States,us,1,,CC BY 4.0,https://www.geonames.org/datasources/
Winston Churchill High School: 11300 Gainsborough Road,39.042309,-77.173687,"Winston Churchill High School, Potomac, MD, United States of America",,,Winston Churchill High School,,,,Potomac,Montgomery County,,Maryland,MD,United States,us,0.15752961,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Winters Mill High School: 560 Gorsuch Road,39.57230385,-76.97577225418928,"Winters Mill High School, Old Gorsuch Road, Carroll County, MD 21157, United States of America",Winters Mill High School,,Old Gorsuch Road,,21157,,,Carroll County,,Maryland,MD,United States,us,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Woodlawn High School: 1801 Woodlawn Drive,32.436542,-93.774908,"Woodlawn High School, Shreveport, LA, United States of America",Woodlawn High School,,,,,,Shreveport,Caddo Parish,,Louisiana,LA,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Worcester Preparatory School: 508 South Main Street,38.3162733,-75.2210068,"Worcester Preparatory School, South Main Street, Berlin, MD 21811, United States of America",Worcester Preparatory School,,South Main Street,,21811,,Berlin,Worcester County,,Maryland,MD,United States,us,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Yeshiva of Greater Washington: 2010 Linden Lane,39.039895,-77.043917,"Yeshiva of Greater Washington College, Wheaton, MD, United States of America",Yeshiva of Greater Washington College,,,,,,Wheaton,Montgomery County,,Maryland,MD,United States,us,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
